title,author,year,genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
Apologize,OneRepublic,2007,"['piano rock', 'pop']",0.74,0.102,118.008,0.0339,0.363,2.22e-05,4,0.593,8,208107,-6.12,0.502,1
...Baby One More Time,Britney Spears,1999,"['dance pop', 'pop']",0.699,0.443,92.96,0.0307,0.202,0.000131,4,0.759,0,211067,-5.745,0.907,0
Oops!...I Did It Again,Britney Spears,2000,"['dance pop', 'pop']",0.834,0.355,95.053,0.0437,0.3,1.77e-05,4,0.751,1,211160,-5.444,0.894,0
Last Night,Morgan Wallen,2023,['contemporary country'],0.673,0.137,203.812,0.0347,0.413,0.0,4,0.492,6,163855,-5.431,0.488,1
Whiskey Glasses,Morgan Wallen,2018,['contemporary country'],0.68,0.115,149.959,0.0289,0.369,1.84e-06,4,0.614,6,234347,-4.58,0.707,1
Crazy Little Thing Called Love - Remastered 2011,Queen,1980,"['classic rock', 'glam rock', 'rock']",0.762,0.35,76.961,0.0423,0.714,4.43e-06,4,0.599,0,163373,-6.887,0.715,1
Killer Queen - Remastered 2011,Queen,1974,"['classic rock', 'glam rock', 'rock']",0.65,0.14,117.188,0.0554,0.379,0.0,4,0.535,10,179600,-6.328,0.61,1
We Are The Champions - Remastered 2011,Queen,1977,"['classic rock', 'glam rock', 'rock']",0.459,0.119,64.223,0.0346,0.378,0.0,4,0.268,7,179200,-6.948,0.172,0
I Want To Break Free - Remastered 2011,Queen,1984,"['classic rock', 'glam rock', 'rock']",0.433,0.0762,108.947,0.0324,0.0853,0.000284,4,0.795,4,258013,-8.927,0.6,1
You Need To Calm Down,Taylor Swift,2019,['pop'],0.671,0.0637,85.026,0.0553,0.00929,0.0,4,0.771,2,171360,-5.617,0.714,1
Daylight,David Kushner,2023,"['gen z singer-songwriter', 'singer-songwriter pop']",0.43,0.093,130.09,0.0335,0.83,0.000441,4,0.508,2,212954,-9.475,0.324,0
CLASSY 101,Feid,2023,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.658,0.12,100.065,0.159,0.145,0.0,4,0.859,11,195987,-4.79,0.672,1
Shut up My Moms Calling,Hotel Ugly,2020,['modern indie pop'],0.409,0.103,138.419,0.101,0.325,0.0,4,0.485,9,164571,-10.711,0.376,0
Those Eyes,New West,2019,['toronto indie'],0.348,0.317,120.048,0.0285,0.709,2.12e-05,3,0.594,4,220750,-8.297,0.248,1
Like Crazy,Jimin,2023,['k-pop'],0.733,0.357,120.001,0.0419,0.0025,0.0,4,0.629,7,212241,-5.445,0.362,1
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022,"['pop', 'viral pop']",0.592,0.0901,101.058,0.0324,0.619,1.32e-05,4,0.881,2,154487,-4.898,0.719,1
Lovers Rock,TV Girl,2014,['pov: indie'],0.871,0.096,104.97,0.0397,7.53e-06,0.00545,4,0.559,5,213920,-5.338,0.572,0
Lonely,Akon,2005,['dance pop'],0.526,0.257,90.087,0.0333,0.339,0.0,4,0.634,5,235800,-7.881,0.623,0
"Sex, Drugs, Etc.",Beach Weather,2023,['pov: indie'],0.842,0.524,143.975,0.0381,0.0136,0.00876,4,0.57,4,196784,-5.085,0.47,0
Cupid - Twin Ver.,FIFTY FIFTY,2023,['k-pop girl group'],0.592,0.347,120.018,0.0331,0.435,4.15e-06,4,0.783,11,174253,-8.332,0.726,0
un x100to,Grupo Frontera,2023,['musica chihuahuense'],0.722,0.27,84.565,0.0406,0.217,0.0,4,0.67,9,194563,-4.088,0.57,1
Boy's a liar Pt. 2,PinkPantheress,2023,['bedroom pop'],0.809,0.248,132.962,0.05,0.252,0.000128,4,0.696,5,131013,-8.254,0.857,1
Angels Like You,Miley Cyrus,2020,['pop'],0.642,0.1,121.981,0.0313,0.0981,0.0,4,0.672,5,196453,-4.035,0.494,1
Yandel 150,Yandel,2023,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0.729,0.1,167.968,0.0691,0.0492,0.000272,4,0.783,6,216148,-3.549,0.58,0
Island In The Sun,Weezer,2001,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",0.81,0.165,114.622,0.0288,0.00719,0.00251,4,0.654,4,200307,-6.26,0.661,0
La Bebe - Remix,Yng Lvcas,2023,"['reggaeton', 'urbano mexicano']",0.479,0.0756,169.922,0.333,0.213,1.21e-06,4,0.812,2,234353,-5.678,0.559,0
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,2022,['gen z singer-songwriter'],0.55,0.202,101.19,0.0286,0.777,0.0,3,0.551,10,176440,-5.339,0.342,1
TQG,KAROL G,2023,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",0.647,0.106,90.123,0.327,0.619,0.0,4,0.587,4,197933,-3.385,0.686,0
Here With Me,d4vd,2023,"['bedroom pop', 'bedroom r&b']",0.45,0.124,132.039,0.0259,0.531,6.59e-05,4,0.575,4,242485,-9.306,0.263,1
Hey Mor,Ozuna,2022,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.589,0.0992,98.002,0.289,0.00302,0.000237,4,0.901,1,196600,-6.713,0.399,0
Flashing Lights,Kanye West,2007,"['chicago rap', 'hip hop', 'rap']",0.628,0.386,90.482,0.0398,0.0381,0.0,4,0.639,6,237507,-7.578,0.43,0
Don’t Blame Me,Taylor Swift,2017,['pop'],0.534,0.0607,135.917,0.0386,0.106,1.76e-05,4,0.615,9,236413,-6.719,0.193,0
SNAP,Rosa Linn,2022,['alt z'],0.636,0.447,170.01,0.0638,0.107,9.9e-06,4,0.565,0,179551,-8.198,0.525,1
Late Night Talking,Harry Styles,2022,['pop'],0.728,0.106,114.996,0.0468,0.298,0.0,4,0.714,10,177955,-4.595,0.901,1
Ella Baila Sola,Eslabon Armado,2023,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",0.758,0.0837,147.989,0.0332,0.483,1.89e-05,3,0.668,5,165671,-5.176,0.834,0
Lost,Frank Ocean,2012,"['lgbtq+ hip hop', 'neo soul']",0.603,0.167,123.061,0.226,0.0272,0.000503,4,0.913,8,234093,-4.892,0.497,1
Summertime Sadness,Lana Del Rey,2012,"['art pop', 'pop']",0.647,0.121,111.96,0.0335,0.0477,0.0,4,0.566,1,264773,-6.815,0.22,0
Video Games,Lana Del Rey,2012,"['art pop', 'pop']",0.252,0.0887,122.053,0.0298,0.808,0.0,4,0.39,6,281947,-9.666,0.181,0
Delicate,Taylor Swift,2017,['pop'],0.404,0.0911,95.045,0.0682,0.216,0.000357,4,0.75,9,232253,-10.178,0.0499,0
My Girl,The Temptations,1965,"['classic soul', 'disco', 'memphis soul', 'motown', 'soul']",0.418,0.0961,104.57,0.0345,0.636,0.0,4,0.574,0,165000,-10.739,0.692,1
Firework,Katy Perry,2010,['pop'],0.831,0.113,124.071,0.049,0.142,0.0,4,0.638,8,227893,-5.039,0.649,1
PRC,Peso Pluma,2023,"['corridos tumbados', 'sad sierreno']",0.826,0.123,138.078,0.0538,0.0965,7.09e-05,3,0.784,7,184066,-6.34,0.893,0
Roxanne,The Police,1978,"['album rock', 'classic rock', 'permanent wave', 'rock']",0.748,0.0473,134.114,0.358,0.0384,4.1e-06,4,0.618,0,191947,-8.905,0.663,1
Lovin On Me,Jack Harlow,2023,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",0.558,0.0937,104.983,0.0568,0.0026,2.19e-06,4,0.943,2,138411,-4.911,0.606,1
What's My Age Again?,blink-182,1999,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.951,0.0878,157.663,0.0688,0.012,0.000446,4,0.391,6,148360,-7.419,0.468,1
I Miss You,blink-182,2003,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.781,0.0867,110.024,0.034,0.00103,5.33e-06,4,0.655,11,227240,-6.547,0.584,1
Forever Young - 2019 Remaster,Alphaville,1984,"['new romantic', 'new wave pop', 'synthpop']",0.471,0.331,137.012,0.0284,0.397,0.000336,4,0.483,9,226000,-9.711,0.291,0
Breakeven,The Script,2008,"['celtic rock', 'pop']",0.696,0.0835,94.034,0.0242,0.144,0.0,4,0.63,10,261427,-4.501,0.491,1
You Make My Dreams (Come True),Daryl Hall & John Oates,1980,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",0.501,0.0467,167.057,0.0551,0.234,0.112,4,0.751,5,190627,-12.151,0.902,1
The Reason,Hoobastank,2024,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",0.671,0.159,82.94,0.0289,0.0129,0.0,4,0.474,4,232800,-4.649,0.0682,1
Reminder,The Weeknd,2016,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.505,0.164,160.053,0.193,0.142,0.0,4,0.705,8,218880,-6.923,0.388,1
Until I Found You,Stephen Sanchez,2021,['gen z singer-songwriter'],0.508,0.174,101.358,0.0288,0.727,0.0,3,0.539,10,177720,-6.05,0.227,1
Empire State Of Mind,JAY-Z,2009,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.956,0.46,173.585,0.392,0.0295,0.0,4,0.491,11,276920,-1.538,0.811,1
S&M,Rihanna,2010,"['barbadian pop', 'pop', 'urban contemporary']",0.685,0.0887,127.977,0.041,0.0105,0.000124,4,0.769,1,243600,-5.019,0.836,1
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1979,"['disco', 'mellow gold', 'soft rock']",0.827,0.179,103.564,0.0343,0.032,0.00636,4,0.703,10,285373,-7.179,0.944,0
Paint The Town Red,Doja Cat,2023,"['dance pop', 'pop']",0.558,0.0955,99.959,0.246,0.255,6.5e-06,4,0.841,2,231750,-8.519,0.746,0
Big Poppa - 2007 Remaster,The Notorious B.I.G.,2007,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.671,0.0506,84.5,0.278,0.344,0.0,4,0.765,9,249867,-5.249,0.798,0
we fell in love in october,girl in red,2018,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",0.366,0.155,129.96,0.028,0.113,0.181,4,0.566,7,184154,-12.808,0.237,1
favorite crime,Olivia Rodrigo,2021,['pop'],0.272,0.147,172.929,0.0364,0.866,0.0,4,0.369,9,152667,-10.497,0.218,1
Should I Stay or Should I Go - Remastered,The Clash,1982,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.836,0.384,113.375,0.116,0.0804,0.0,4,0.743,2,188987,-6.465,0.82,1
Don't Call Me Up,Mabel,2019,[],0.872,0.0725,98.891,0.124,0.31,3.18e-06,4,0.684,9,178493,-2.85,0.261,1
No Scrubs,TLC,1999,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",0.675,0.0685,92.909,0.0953,0.0251,0.000717,4,0.743,8,214400,-4.267,0.59,0
greedy,Tate McRae,2023,['pop'],0.701,0.215,111.02,0.0342,0.27,0.0,1,0.752,6,129687,-3.542,0.836,0
Just Dance,Lady Gaga,2008,"['art pop', 'dance pop', 'pop']",0.739,0.181,118.99,0.0311,0.0264,4.28e-05,4,0.822,1,241933,-4.541,0.745,0
Only Girl (In The World),Rihanna,2010,"['barbadian pop', 'pop', 'urban contemporary']",0.716,0.0557,125.924,0.0409,0.101,1.62e-05,4,0.786,11,235520,-4.253,0.596,0
Way down We Go,KALEO,2016,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",0.505,0.104,163.255,0.117,0.579,0.000333,4,0.489,10,213707,-8.022,0.337,0
With Or Without You,U2,2006,"['irish rock', 'permanent wave', 'rock']",0.539,0.119,109.92,0.0267,0.000135,0.235,4,0.546,2,296227,-7.342,0.122,1
Are You With Me - Radio Edit,Lost Frequencies,2016,"['belgian edm', 'edm', 'pop dance', 'tropical house']",0.608,0.12,121.02,0.035,0.262,2.5e-05,4,0.763,5,138013,-8.1,0.393,0
Ms. Jackson,Outkast,2000,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.806,0.0771,94.948,0.269,0.143,0.0,4,0.843,4,270507,-5.946,0.613,0
Father Stretch My Hands Pt. 1,Kanye West,2016,"['chicago rap', 'hip hop', 'rap']",0.573,0.538,113.088,0.0549,0.118,0.0,4,0.724,7,135920,-4.113,0.438,1
This Love,Maroon 5,2002,['pop'],0.862,0.093,95.051,0.0378,0.0525,0.0,4,0.712,5,206200,-4.612,0.809,0
Little Talks,Of Monsters and Men,2012,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",0.757,0.146,102.961,0.032,0.0206,0.0,4,0.457,1,266600,-5.177,0.417,1
Good Days,SZA,2022,"['pop', 'r&b', 'rap']",0.651,0.782,121.07,0.0568,0.418,1.26e-05,4,0.461,1,278480,-8.81,0.383,0
Romantic Homicide,d4vd,2022,"['bedroom pop', 'bedroom r&b']",0.544,0.322,132.052,0.0299,0.453,0.00805,4,0.571,6,132631,-10.613,0.216,1
Paranoid - 2012 - Remaster,Black Sabbath,1970,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",0.658,0.176,163.071,0.0708,4.52e-05,0.000774,4,0.412,4,168406,-12.051,0.454,0
Space Song,Beach House,2015,"['art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie rock', 'indietronica', 'modern dream pop', 'pov: indie']",0.792,0.145,147.067,0.0297,0.229,0.124,4,0.508,0,320467,-7.311,0.601,0
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,-3.299,0.511,0
Dynamite,Taio Cruz,2010,"['dance pop', 'pop', 'pop rap']",0.804,0.0329,119.968,0.0853,0.00332,0.0,4,0.754,4,203867,-3.177,0.818,1
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2014,['chicago house'],0.741,0.289,119.896,0.0287,0.101,1.41e-05,4,0.72,10,198053,-6.529,0.357,0
Unwritten,Natasha Bedingfield,2004,"['dance pop', 'pop', 'post-teen pop']",0.8,0.0822,100.011,0.0399,0.00584,0.0,4,0.706,5,259333,-6.333,0.629,1
Espresso,Sabrina Carpenter,2024,['pop'],0.776,0.205,103.963,0.0293,0.131,5.36e-06,4,0.699,0,175459,-5.282,0.708,1
Nonsense,Sabrina Carpenter,2022,['pop'],0.697,0.224,138.992,0.034,0.0268,0.0,4,0.74,8,163648,-4.912,0.732,1
The Lazy Song,Bruno Mars,2010,"['dance pop', 'pop']",0.711,0.0955,174.915,0.0699,0.3,0.0,4,0.794,8,189109,-5.124,0.955,0
Softcore,The Neighbourhood,2018,"['modern alternative rock', 'modern rock', 'pop']",0.568,0.286,93.986,0.03,0.0484,0.000417,4,0.575,9,206280,-5.509,0.37,0
Baby,Justin Bieber,2010,"['canadian pop', 'pop']",0.859,0.111,65.043,0.137,0.0401,0.0,4,0.728,5,214240,-5.237,0.535,0
Heartless,The Weeknd,2020,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.746,0.156,170.083,0.15,0.0236,1e-06,4,0.537,10,198267,-5.507,0.252,0
Truth Hurts,Lizzo,2019,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0
Lose Control,Teddy Swims,2023,[],0.604,0.104,159.92,0.0337,0.199,1.9e-05,3,0.561,9,210689,-4.409,0.242,1
Feliz Cumpleaños Ferxxo,Feid,2022,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.55,0.293,95.019,0.0722,0.102,0.0,4,0.87,5,156400,-5.537,0.566,1
Gata Only,FloyyMenor,2024,['reggaeton chileno'],0.499,0.0899,99.986,0.0509,0.446,2.41e-05,4,0.791,8,222000,-8.472,0.669,0
Tennessee Whiskey,Chris Stapleton,2015,"['contemporary country', 'outlaw country']",0.37,0.0821,48.718,0.0298,0.205,0.0096,4,0.392,9,293293,-10.888,0.512,1
Bored,Billie Eilish,2017,"['art pop', 'pop']",0.318,0.0795,119.959,0.0478,0.896,0.00239,4,0.614,7,180933,-12.695,0.112,1
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2017,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1
Es un Secreto,Plan B,2010,"['reggaeton', 'trap latino', 'urbano latino']",0.783,0.0528,94.989,0.0432,0.106,2.49e-06,4,0.841,6,190560,-4.915,0.514,0
Sparks,Coldplay,2000,"['permanent wave', 'pop']",0.268,0.104,102.617,0.0281,0.748,0.0517,3,0.371,1,227093,-10.506,0.165,1
Let Me Love You,Mario,2004,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",0.593,0.0979,94.364,0.0916,0.163,0.0,4,0.622,7,249093,-8.352,0.607,0
Often,The Weeknd,2015,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.631,0.135,134.078,0.0476,0.222,0.0,4,0.572,7,249040,-9.836,0.0713,0
Vete,Bad Bunny,2019,"['reggaeton', 'trap latino', 'urbano latino']",0.672,0.101,91.976,0.188,0.0363,8.78e-06,4,0.886,1,192024,-4.394,0.526,1
Thinkin Bout You,Frank Ocean,2012,"['lgbtq+ hip hop', 'neo soul']",0.339,0.0973,129.83,0.0532,0.409,0.00153,4,0.721,0,200747,-11.195,0.2,1
LA NOCHE DE ANOCHE,Bad Bunny,2020,"['reggaeton', 'trap latino', 'urbano latino']",0.618,0.0866,81.993,0.286,0.0303,0.0,4,0.856,7,203201,-4.892,0.391,1
Piece Of Your Heart,MEDUZA,2023,"['edm', 'pop dance', 'pop house', 'uk dance']",0.744,0.074,124.077,0.0296,0.0405,0.000153,4,0.677,10,152913,-6.806,0.631,0
Beautiful Things,Benson Boone,2024,['singer-songwriter pop'],0.471,0.14,105.029,0.0603,0.151,0.0,3,0.472,10,180304,-5.692,0.219,1
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2023,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.64,0.151,84.828,0.0442,0.0393,2.31e-06,4,0.264,8,244685,-6.221,0.19,1
Please Please Please,Sabrina Carpenter,2024,['pop'],0.586,0.104,107.015,0.0531,0.257,0.0,4,0.675,9,186365,-6.086,0.621,1
Desesperados,Rauw Alejandro,2021,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.694,0.0878,90.02,0.0783,0.356,0.00125,4,0.869,1,224997,-3.35,0.511,0
Stick Season,Noah Kahan,2022,"['pov: indie', 'singer-songwriter pop']",0.5,0.0966,117.896,0.0651,0.799,0.0,4,0.664,9,182347,-6.935,0.801,1
Exchange,Bryson Tiller,2015,"['kentucky hip hop', 'r&b', 'rap']",0.433,0.135,160.108,0.185,0.107,0.0,4,0.525,6,194613,-10.598,0.276,1
I Was Never There,The Weeknd,2018,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.737,0.163,112.923,0.0335,0.14,0.000162,4,0.323,10,241067,-4.008,0.156,1
Wake Up in the Sky,Gucci Mane,2018,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.578,0.359,143.01,0.0485,0.00381,0.0,4,0.8,4,204665,-5.144,0.367,0
vampire,Olivia Rodrigo,2023,['pop'],0.53,0.263,136.848,0.0538,0.154,0.0,4,0.484,5,219724,-5.821,0.323,1
My Love Mine All Mine,Mitski,2023,"['brooklyn indie', 'pov: indie']",0.308,0.158,113.95,0.0321,0.868,0.135,4,0.504,9,137773,-14.958,0.121,1
Strip That Down (feat. Quavo),Liam Payne,2019,['pop'],0.495,0.0805,106.033,0.0518,0.199,0.0,4,0.873,6,202062,-5.446,0.546,1
The Next Episode,Dr. Dre,1999,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.909,0.0856,95.295,0.27,0.0281,0.0,4,0.922,10,161507,-2.429,0.309,0
DESPECHÁ,ROSALÍA,2022,"['pop', 'r&b en espanol']",0.623,0.0609,130.037,0.0992,0.184,1.63e-05,4,0.919,7,157018,-6.521,0.775,1
Snooze,SZA,2022,"['pop', 'r&b', 'rap']",0.551,0.11,143.008,0.132,0.141,0.0,4,0.559,5,201800,-7.231,0.392,1
Marry You,Bruno Mars,2010,"['dance pop', 'pop']",0.82,0.104,144.905,0.0367,0.332,0.0,4,0.621,10,230192,-4.865,0.452,1
20 Min,Lil Uzi Vert,2017,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",0.75,0.174,123.426,0.117,0.109,0.0,4,0.773,8,220587,-4.009,0.783,0
Back To Black,Amy Winehouse,2006,"['british soul', 'neo soul']",0.422,0.0861,123.201,0.0375,0.134,2.05e-05,4,0.434,7,241293,-13.964,0.377,0
Wake Me Up Before You Go-Go,Wham!,1984,"['new romantic', 'new wave', 'new wave pop', 'soft rock']",0.573,0.0607,81.548,0.0423,0.271,0.0,4,0.62,0,231333,-11.893,0.897,1
Candy Shop,50 Cent,2005,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.574,0.38,125.18,0.467,0.0253,3.13e-05,5,0.613,11,209107,-7.961,0.755,1
Stole the Show,Kygo,2016,"['edm', 'pop', 'pop dance', 'tropical house']",0.635,0.319,100.034,0.226,0.271,0.0,4,0.64,8,223187,-7.565,0.475,0
QLONA,KAROL G,2023,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",0.738,0.0892,169.918,0.307,0.52,0.0,4,0.841,7,172798,-7.455,0.484,0
American Idiot,Green Day,2004,"['modern rock', 'permanent wave', 'punk', 'rock']",0.988,0.368,186.113,0.0639,2.64e-05,7.86e-05,4,0.38,1,176346,-2.042,0.769,1
bellyache,Billie Eilish,2017,"['art pop', 'pop']",0.573,0.482,99.939,0.106,0.46,0.0734,4,0.695,4,179172,-8.597,0.408,0
34+35,Ariana Grande,2020,['pop'],0.585,0.248,109.978,0.094,0.237,0.0,4,0.83,0,173711,-6.476,0.485,1
Replay,Iyaz,2009,"['dance pop', 'pop rap', 'post-teen pop']",0.751,0.168,91.031,0.0708,0.173,0.0,4,0.706,9,182307,-6.323,0.195,1
LALA,Myke Towers,2023,"['reggaeton', 'trap latino', 'urbano latino']",0.737,0.0955,91.986,0.0436,0.0739,0.00162,4,0.708,1,197920,-4.045,0.607,1
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,2023,"['art pop', 'pop']",0.084,0.0983,79.449,0.0317,0.953,0.0,4,0.391,0,222370,-17.843,0.111,1
Work Out,J. Cole,2011,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.427,0.307,93.004,0.106,0.0531,0.0,4,0.831,2,235320,-6.903,0.216,1
Too Sweet,Hozier,2024,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",0.62,0.0398,117.038,0.0412,0.0295,0.000809,4,0.741,10,251424,-5.505,0.934,1
Who,Jimin,2024,['k-pop'],0.756,0.193,116.034,0.032,0.00289,0.0,4,0.66,0,170888,-3.743,0.838,0
"Good Luck, Babe!",Chappell Roan,2024,['indie pop'],0.582,0.0881,116.712,0.0356,0.0502,0.0,4,0.7,11,218424,-5.96,0.785,0
A Bar Song (Tipsy),Shaboozey,2024,"['modern country pop', 'pop rap']",0.706,0.067,80.969,0.0292,0.072,0.0,4,0.722,9,171292,-4.857,0.599,1
BIRDS OF A FEATHER,Billie Eilish,2024,"['art pop', 'pop']",0.507,0.117,104.978,0.0358,0.2,0.0608,4,0.747,2,210373,-10.171,0.438,1
End of Beginning,Djo,2022,"['pov: indie', 'psychedelic pop']",0.454,0.0707,159.982,0.0584,0.0351,0.00259,4,0.689,2,159246,-7.643,0.912,1
Bound 2,Kanye West,2013,"['chicago rap', 'hip hop', 'rap']",0.665,0.113,148.913,0.0465,0.145,0.0,4,0.367,1,229147,-2.821,0.31,1
